tag,patterns,patterns_prep,slang_prep,prep
rekomen_mobil,"pengen sedan bekas yang nyaman, apa yang bagus?",pengen sedan bekas yang nyaman apa yang bagus,ingin sedan bekas yang nyaman apa yang bagus,"['sedan', 'bekas', 'nyaman', 'apa', 'bagus']"
rekomen_mobil,"mobil di bawah 75 juta yang layak, ada ide?",mobil di bawah 75 juta yang layak ada ide,mobil di bawah 75 juta yang layak ada ide,"['mobil', 'bawah', '75', 'juta', 'layak', 'ide']"
rekomen_mobil,"cari SUV bekas yang masih tangguh, apa ya?",cari SUV bekas yang masih tangguh apa ya,cari SUV bekas yang masih tangguh apa iya,"['cari', 'suv', 'bekas', 'masih', 'tangguh', 'apa', 'iya']"
rekomen_mobil,Rekomendasikan mobil bekas dengan harga di bawah 150 juta.,Rekomendasikan mobil bekas dengan harga di bawah 150 juta,Rekomendasikan mobil bekas dengan harga di bawah 150 juta,"['rekomendasi', 'mobil', 'bekas', 'harga', 'bawah', '150', 'juta']"
rekomen_mobil,Apakah ada mobil yang cocok untuk keluarga dengan budget di bawah 200 juta?,Apakah ada mobil yang cocok untuk keluarga dengan budget di bawah 200 juta,Apakah ada mobil yang cocok untuk keluarga dengan budget di bawah 200 juta,"['ada', 'mobil', 'cocok', 'keluarga', 'budget', 'bawah', '200', 'juta']"
rekomen_mobil,Sarankan mobil dengan efisiensi bahan bakar yang baik.,Sarankan mobil dengan efisiensi bahan bakar yang baik,Sarankan mobil dengan efisiensi bahan bakar yang baik,"['saran', 'mobil', 'efisiensi', 'bahan', 'bakar', 'baik']"
rekomen_mobil,Mobil apa yang terbaik untuk perjalanan jarak jauh?,Mobil apa yang terbaik untuk perjalanan jarak jauh,Mobil apa yang terbaik untuk perjalanan jarak jauh,"['mobil', 'apa', 'baik', 'jalan', 'jarak', 'jauh']"
rekomen_mobil,Berikan rekomendasi mobil kompak yang cocok untuk daerah perkotaan.,Berikan rekomendasi mobil kompak yang cocok untuk daerah perkotaan,Berikan rekomendasi mobil kompak yang cocok untuk daerah perkotaan,"['ikan', 'rekomendasi', 'mobil', 'kompak', 'cocok', 'daerah', 'kota']"
rekomen_mobil,Apakah ada SUV bekas yang direkomendasikan dan masih dalam kondisi baik?,Apakah ada SUV bekas yang direkomendasikan dan masih dalam kondisi baik,Apakah ada SUV bekas yang direkomendasikan dan masih dalam kondisi baik,"['ada', 'suv', 'bekas', 'rekomendasi', 'masih', 'kondisi', 'baik']"
rekomen_mobil,Rekomendasikan mobil yang cocok untuk pemula dengan anggaran terbatas.,Rekomendasikan mobil yang cocok untuk pemula dengan anggaran terbatas,Rekomendasikan mobil yang cocok untuk pemula dengan anggaran terbatas,"['rekomendasi', 'mobil', 'cocok', 'mula', 'anggar', 'batas']"
rekomen_mobil,"Mobil bekas di bawah 50 juta yang masih dalam kondisi layak, ada pilihan?",Mobil bekas di bawah 50 juta yang masih dalam kondisi layak ada pilihan,Mobil bekas di bawah 50 juta yang masih dalam kondisi layak ada pilihan,"['mobil', 'bekas', 'bawah', '50', 'juta', 'masih', 'kondisi', 'layak', 'pilih']"
rekomen_mobil,Rekomendasikan city car yang ramah lingkungan dan irit bahan bakar.,Rekomendasikan city car yang ramah lingkungan dan irit bahan bakar,Rekomendasikan city car yang ramah lingkungan dan hemat bahan bakar,"['rekomendasi', 'city', 'car', 'ramah', 'lingkung', 'hemat', 'bahan', 'bakar']"
rekomen_mobil,Mobil apa yang direkomendasikan dengan biaya perawatan rendah?,Mobil apa yang direkomendasikan dengan biaya perawatan rendah,Mobil apa yang direkomendasikan dengan biaya perawatan rendah,"['mobil', 'apa', 'rekomendasi', 'biaya', 'awat', 'rendah']"
rekomen_mobil,"Mobil bekas di bawah 100 juta, ada yang recommended nggak?",Mobil bekas di bawah 100 juta ada yang recommended nggak,Mobil bekas di bawah 100 juta ada yang rekomendasi tidak,"['mobil', 'bekas', 'bawah', '100', 'juta', 'yang', 'rekomendasi']"
rekomen_mobil,"Mobil irit buat jalan jauh, ada saran nggak?",Mobil irit buat jalan jauh ada saran nggak,Mobil hemat buat jalan jauh ada saran tidak,"['mobil', 'hemat', 'buat', 'jalan', 'jauh', 'saran']"
rekomen_mobil,Kasih rekomendasi mobil kecil yang cocok buat di kota.,Kasih rekomendasi mobil kecil yang cocok buat di kota,Kasih rekomendasi mobil kecil yang cocok buat di kota,"['kasih', 'rekomendasi', 'mobil', 'kecil', 'cocok', 'buat', 'kota']"
rekomen_mobil,"Mobil bekas di bawah 200 juta yang oke, ada nggak?",Mobil bekas di bawah 200 juta yang oke ada nggak,Mobil bekas di bawah 200 juta yang oke ada tidak,"['mobil', 'bekas', 'bawah', '200', 'juta', 'oke', 'tidak']"
rekomen_mobil,Ada nggak mobil sport yang terjangkau harganya?,Ada nggak mobil sport yang terjangkau harganya,Ada tidak mobil sport yang terjangkau harganya,"['tidak', 'mobil', 'sport', 'jangkau', 'harga']"
rekomen_mobil,"Rekomendasi mobil 7 penumpang buat keluarga, apa ya?",Rekomendasi mobil 7 penumpang buat keluarga apa ya,Rekomendasi mobil 7 penumpang buat keluarga apa iya,"['rekomendasi', 'mobil', '7', 'tumpang', 'buat', 'keluarga', 'apa', 'iya']"
rekomen_mobil,Mobil apa yang enak buat dipake sehari-hari tapi murah?,Mobil apa yang enak buat dipake seharihari tapi murah,Mobil apa yang enak buat dipake seharihari tapi murah,"['mobil', 'apa', 'enak', 'buat', 'dipake', 'seharihari', 'murah']"
rekomen_mobil,"Pengen beli mobil bekas, tapi yang harganya di bawah 50 juta aja, ada saran?",Pengen beli mobil bekas tapi yang harganya di bawah 50 juta aja ada saran,ingin beli mobil bekas tapi yang harganya di bawah 50 juta saja ada saran,"['beli', 'mobil', 'bekas', 'yang', 'harga', 'bawah', '50', 'juta', 'ada', 'saran']"
rekomen_mobil,"Mobil hatchback kecil yang irit, ada yang bagus?",Mobil hatchback kecil yang irit ada yang bagus,Mobil hatchback kecil yang hemat ada yang bagus,"['mobil', 'hatchback', 'kecil', 'hemat', 'yang', 'bagus']"
rekomen_mobil,"Mau mobil diesel yang bandel dan irit, ada ide?",Mau mobil diesel yang bandel dan irit ada ide,Mau mobil diesel yang bandel dan hemat ada ide,"['mau', 'mobil', 'diesel', 'bandel', 'hemat', 'ide']"
rekomen_mobil,"Mobil keluarga yang nyaman dan harganya nggak mahal, ada rekomendasi?",Mobil keluarga yang nyaman dan harganya nggak mahal ada rekomendasi,Mobil keluarga yang nyaman dan harganya tidak mahal ada rekomendasi,"['mobil', 'keluarga', 'nyaman', 'harga', 'mahal', 'rekomendasi']"
rekomen_mobil,"Mobil dengan harga di bawah 200 juta yang masih oke, apa ya?",Mobil dengan harga di bawah 200 juta yang masih oke apa ya,Mobil dengan harga di bawah 200 juta yang masih oke apa iya,"['mobil', 'harga', 'bawah', '200', 'juta', 'masih', 'oke', 'apa', 'iya']"
rekomen_mobil,"Mobil kecil irit tapi enak dipake, ada saran?",Mobil kecil irit tapi enak dipake ada saran,Mobil kecil hemat tapi enak dipake ada saran,"['mobil', 'kecil', 'hemat', 'enak', 'dipake', 'saran']"
rekomen_mobil,"Nyari mobil bekas harga 50 juta, ada yang oke nggak?",Nyari mobil bekas harga 50 juta ada yang oke nggak,mencari mobil bekas harga 50 juta ada yang oke tidak,"['cari', 'mobil', 'bekas', 'harga', '50', 'juta', 'yang', 'oke']"
rekomen_mobil,"Mobil dengan fitur keselamatan oke, apa aja yang recommended?",Mobil dengan fitur keselamatan oke apa aja yang recommended,Mobil dengan fitur keselamatan oke apa saja yang rekomendasi,"['mobil', 'fitur', 'selamat', 'oke', 'apa', 'yang', 'rekomendasi']"
rekomen_mobil,"Pengen beli mobil listrik murah, ada pilihan?",Pengen beli mobil listrik murah ada pilihan,ingin beli mobil listrik murah ada pilihan,"['beli', 'mobil', 'listrik', 'murah', 'pilih']"
rekomen_mobil,"Mobil bekas dengan harga 100 juta yang awet, ada rekomendasi?",Mobil bekas dengan harga 100 juta yang awet ada rekomendasi,Mobil bekas dengan harga 100 juta yang awet ada rekomendasi,"['mobil', 'bekas', 'harga', '100', 'juta', 'awet', 'rekomendasi']"
rekomen_mobil,"Mobil yang irit bahan bakar dan nggak mahal, ada yang cocok?",Mobil yang irit bahan bakar dan nggak mahal ada yang cocok,Mobil yang hemat bahan bakar dan tidak mahal ada yang cocok,"['mobil', 'hemat', 'bahan', 'bakar', 'tidak', 'mahal', 'yang', 'cocok']"
rekomen_mobil,"Mobil hatchback murah tapi bagus, ada saran?",Mobil hatchback murah tapi bagus ada saran,Mobil hatchback murah tapi bagus ada saran,"['mobil', 'hatchback', 'murah', 'bagus', 'saran']"
rekomen_mobil,Ada mobil sport bekas yang harganya masuk budget?,Ada mobil sport bekas yang harganya masuk budget,Ada mobil sport bekas yang harganya masuk budget,"['mobil', 'sport', 'bekas', 'harga', 'masuk', 'budget']"
rekomen_mobil,Berikan rekomendasi mobil bekas yang harga di bawah 150 juta.,Berikan rekomendasi mobil bekas yang harga di bawah 150 juta,Berikan rekomendasi mobil bekas yang harga di bawah 150 juta,"['ikan', 'rekomendasi', 'mobil', 'bekas', 'harga', 'bawah', '150', 'juta']"
rekomen_mobil,Apa rekomendasi mobil yang cocok untuk keluarga dengan anggaran di bawah 200 juta?,Apa rekomendasi mobil yang cocok untuk keluarga dengan anggaran di bawah 200 juta,Apa rekomendasi mobil yang cocok untuk keluarga dengan anggaran di bawah 200 juta,"['apa', 'rekomendasi', 'mobil', 'cocok', 'keluarga', 'anggar', 'bawah', '200', 'juta']"
rekomen_mobil,Rekomendasi mobil yang irit bahan bakar apa ya?,Rekomendasi mobil yang irit bahan bakar apa ya,Rekomendasi mobil yang hemat bahan bakar apa iya,"['rekomendasi', 'mobil', 'hemat', 'bahan', 'bakar', 'apa', 'iya']"
rekomen_mobil,Adakah rekomendasi mobil yang nyaman untuk perjalanan jauh?,Adakah rekomendasi mobil yang nyaman untuk perjalanan jauh,Adakah rekomendasi mobil yang nyaman untuk perjalanan jauh,"['rekomendasi', 'mobil', 'nyaman', 'jalan', 'jauh']"
rekomen_mobil,Berikan rekomendasi mobil kompak untuk penggunaan di kota.,Berikan rekomendasi mobil kompak untuk penggunaan di kota,Berikan rekomendasi mobil kompak untuk penggunaan di kota,"['ikan', 'rekomendasi', 'mobil', 'kompak', 'guna', 'kota']"
rekomen_mobil,"Rekomendasi SUV bekas dengan harga terjangkau, ada?",Rekomendasi SUV bekas dengan harga terjangkau ada,Rekomendasi SUV bekas dengan harga terjangkau ada,"['rekomendasi', 'suv', 'bekas', 'harga', 'jangkau']"
rekomen_mobil,Apa rekomendasi mobil bekas yang cocok untuk pemula?,Apa rekomendasi mobil bekas yang cocok untuk pemula,Apa rekomendasi mobil bekas yang cocok untuk pemula,"['apa', 'rekomendasi', 'mobil', 'bekas', 'cocok', 'mula']"
rekomen_mobil,Bisa kasih rekomendasi mobil bekas di bawah 50 juta yang masih layak?,Bisa kasih rekomendasi mobil bekas di bawah 50 juta yang masih layak,Bisa kasih rekomendasi mobil bekas di bawah 50 juta yang masih layak,"['kasih', 'rekomendasi', 'mobil', 'bekas', 'bawah', '50', 'juta', 'masih', 'layak']"
rekomen_mobil,Apa rekomendasi city car yang efisien dan ramah lingkungan?,Apa rekomendasi city car yang efisien dan ramah lingkungan,Apa rekomendasi city car yang efisien dan ramah lingkungan,"['apa', 'rekomendasi', 'city', 'car', 'efisien', 'ramah', 'lingkung']"
rekomen_mobil,"Rekomendasi mobil dengan biaya perawatan rendah, ada?",Rekomendasi mobil dengan biaya perawatan rendah ada,Rekomendasi mobil dengan biaya perawatan rendah ada,"['rekomendasi', 'mobil', 'biaya', 'awat', 'rendah']"
rekomen_mobil,Ada nggak rekomendasi mobil keluarga dengan harga di bawah 100 juta?,Ada nggak rekomendasi mobil keluarga dengan harga di bawah 100 juta,Ada tidak rekomendasi mobil keluarga dengan harga di bawah 100 juta,"['tidak', 'rekomendasi', 'mobil', 'keluarga', 'harga', 'bawah', '100', 'juta']"
rekomen_mobil,"Rekomendasi mobil sport murah, ada yang bagus?",Rekomendasi mobil sport murah ada yang bagus,Rekomendasi mobil sport murah ada yang bagus,"['rekomendasi', 'mobil', 'sport', 'murah', 'yang', 'bagus']"
rekomen_mobil,Berikan rekomendasi mobil MPV yang nyaman dan terjangkau.,Berikan rekomendasi mobil MPV yang nyaman dan terjangkau,Berikan rekomendasi mobil MPV yang nyaman dan terjangkau,"['ikan', 'rekomendasi', 'mobil', 'mpv', 'nyaman', 'jangkau']"
rekomen_mobil,Apa rekomendasi mobil bekas yang awet dan tahan lama?,Apa rekomendasi mobil bekas yang awet dan tahan lama,Apa rekomendasi mobil bekas yang awet dan tahan lama,"['apa', 'rekomendasi', 'mobil', 'bekas', 'awet', 'tahan', 'lama']"
rekomen_mobil,Rekomendasi mobil diesel dengan konsumsi bahan bakar yang irit?,Rekomendasi mobil diesel dengan konsumsi bahan bakar yang irit,Rekomendasi mobil diesel dengan konsumsi bahan bakar yang hemat,"['rekomendasi', 'mobil', 'diesel', 'konsumsi', 'bahan', 'bakar', 'hemat']"
rekomen_mobil,Apa rekomendasi mobil listrik yang terjangkau?,Apa rekomendasi mobil listrik yang terjangkau,Apa rekomendasi mobil listrik yang terjangkau,"['apa', 'rekomendasi', 'mobil', 'listrik', 'jangkau']"
rekomen_mobil,Rekomendasi mobil untuk penggunaan harian dengan harga terjangkau?,Rekomendasi mobil untuk penggunaan harian dengan harga terjangkau,Rekomendasi mobil untuk penggunaan harian dengan harga terjangkau,"['rekomendasi', 'mobil', 'guna', 'hari', 'harga', 'jangkau']"
rekomen_mobil,Bisa kasih rekomendasi mobil dengan kapasitas bagasi yang luas?,Bisa kasih rekomendasi mobil dengan kapasitas bagasi yang luas,Bisa kasih rekomendasi mobil dengan kapasitas bagasi yang luas,"['kasih', 'rekomendasi', 'mobil', 'kapasitas', 'bagasi', 'luas']"
rekomen_mobil,Apa rekomendasi mobil hatchback yang murah dan efisien?,Apa rekomendasi mobil hatchback yang murah dan efisien,Apa rekomendasi mobil hatchback yang murah dan efisien,"['apa', 'rekomendasi', 'mobil', 'hatchback', 'murah', 'efisien']"
rekomen_mobil,"Rekomendasi mobil sedan dengan fitur keamanan yang canggih, ada?",Rekomendasi mobil sedan dengan fitur keamanan yang canggih ada,Rekomendasi mobil sedan dengan fitur keamanan yang canggih ada,"['rekomendasi', 'mobil', 'sedan', 'fitur', 'aman', 'canggih']"
rekomen_mobil,Apa rekomendasi mobil keluarga yang bisa menampung 7 orang?,Apa rekomendasi mobil keluarga yang bisa menampung 7 orang,Apa rekomendasi mobil keluarga yang bisa menampung 7 orang,"['apa', 'rekomendasi', 'mobil', 'keluarga', 'bisa', 'tampung', '7', 'orang']"
rekomen_mobil,Rekomendasi mobil dengan performa baik untuk medan menanjak?,Rekomendasi mobil dengan performa baik untuk medan menanjak,Rekomendasi mobil dengan performa baik untuk medan menanjak,"['rekomendasi', 'mobil', 'performa', 'baik', 'medan', 'tanjak']"
rekomen_mobil,Berikan rekomendasi mobil bekas yang harganya di bawah 75 juta.,Berikan rekomendasi mobil bekas yang harganya di bawah 75 juta,Berikan rekomendasi mobil bekas yang harganya di bawah 75 juta,"['ikan', 'rekomendasi', 'mobil', 'bekas', 'harga', 'bawah', '75', 'juta']"
rekomen_mobil,Apa rekomendasi mobil dengan harga yang sesuai untuk pemula?,Apa rekomendasi mobil dengan harga yang sesuai untuk pemula,Apa rekomendasi mobil dengan harga yang sesuai untuk pemula,"['apa', 'rekomendasi', 'mobil', 'harga', 'sesuai', 'mula']"
rekomen_mobil,Rekomendasi mobil yang cocok untuk perjalanan jauh dan hemat BBM?,Rekomendasi mobil yang cocok untuk perjalanan jauh dan hemat BBM,Rekomendasi mobil yang cocok untuk perjalanan jauh dan hemat BBM,"['rekomendasi', 'mobil', 'cocok', 'jalan', 'jauh', 'hemat', 'bbm']"
rekomen_mobil,Ada nggak rekomendasi mobil murah dengan tampilan modern?,Ada nggak rekomendasi mobil murah dengan tampilan modern,Ada tidak rekomendasi mobil murah dengan tampilan modern,"['tidak', 'rekomendasi', 'mobil', 'murah', 'tampil', 'modern']"
rekomen_mobil,Rekomendasi mobil yang cocok untuk perjalanan ke daerah pegunungan?,Rekomendasi mobil yang cocok untuk perjalanan ke daerah pegunungan,Rekomendasi mobil yang cocok untuk perjalanan ke daerah pegunungan,"['rekomendasi', 'mobil', 'cocok', 'jalan', 'daerah', 'gunung']"
rekomen_mobil,Bisa kasih rekomendasi mobil bekas dengan harga di bawah 100 juta yang masih bagus?,Bisa kasih rekomendasi mobil bekas dengan harga di bawah 100 juta yang masih bagus,Bisa kasih rekomendasi mobil bekas dengan harga di bawah 100 juta yang masih bagus,"['kasih', 'rekomendasi', 'mobil', 'bekas', 'harga', 'bawah', '100', 'juta', 'masih', 'bagus']"
rekomen_mobil,"Rekomendasi mobil murah dengan kualitas yang tetap terjamin, ada?",Rekomendasi mobil murah dengan kualitas yang tetap terjamin ada,Rekomendasi mobil murah dengan kualitas yang tetap terjamin ada,"['rekomendasi', 'mobil', 'murah', 'kualitas', 'tetap', 'jamin']"
rekomen_mobil,Apa rekomendasi mobil yang bisa dipakai untuk keperluan bisnis?,Apa rekomendasi mobil yang bisa dipakai untuk keperluan bisnis,Apa rekomendasi mobil yang bisa dipakai untuk keperluan bisnis,"['apa', 'rekomendasi', 'mobil', 'bisa', 'pakai', 'perlu', 'bisnis']"
